dataset,feat_algo,acc,prec,recall,f1,mcc,roc_auc,g-m,bal
camel-2.11.0.csv,Anova4,0.93,0.54,0.61,0.55,0.13,0.71,0.74,0.72
camel-2.11.0.csv,DropCorrelated1,0.92,0.54,0.63,0.56,0.15,0.73,0.75,0.73
camel-2.11.0.csv,DropCorrelated2,0.91,0.54,0.65,0.55,0.15,0.76,0.76,0.75
camel-2.11.0.csv,DropCorrelated3,0.95,0.57,0.62,0.59,0.18,0.74,0.75,0.73
camel-2.11.0.csv,DropCorrelated4,0.95,0.57,0.62,0.58,0.18,0.74,0.75,0.73
camel-2.11.0.csv,SmartCorrelated1,0.94,0.56,0.62,0.58,0.17,0.75,0.75,0.73
camel-2.11.0.csv,SmartCorrelated2,0.96,0.57,0.61,0.59,0.18,0.71,0.75,0.72
camel-2.11.0.csv,SmartCorrelated3,0.93,0.55,0.63,0.57,0.16,0.74,0.76,0.74
camel-2.11.0.csv,SmartCorrelated4,0.94,0.57,0.65,0.59,0.2,0.77,0.77,0.75
camel-2.11.0.csv,RFE-Logistic1,0.95,0.55,0.57,0.56,0.12,0.61,0.72,0.7
camel-2.11.0.csv,RFE-Logistic2,0.95,0.55,0.58,0.56,0.13,0.59,0.73,0.7
camel-2.11.0.csv,RFE-Logistic3,0.94,0.54,0.6,0.56,0.13,0.67,0.73,0.71
camel-2.11.0.csv,RFE-Logistic4,0.95,0.56,0.62,0.58,0.17,0.71,0.75,0.73
camel-2.11.0.csv,Forward1,0.94,0.56,0.65,0.58,0.19,0.76,0.77,0.75
camel-2.11.0.csv,Forward2,0.95,0.57,0.61,0.58,0.17,0.75,0.75,0.72
camel-2.11.0.csv,Forward3,0.94,0.55,0.62,0.57,0.16,0.73,0.75,0.73
camel-2.11.0.csv,Forward4,0.95,0.57,0.62,0.58,0.18,0.75,0.75,0.73
camel-2.11.0.csv,RFE-Random1,0.98,0.49,0.5,0.49,-0.01,0.51,0.67,0.65
camel-2.11.0.csv,RFE-Random2,0.94,0.54,0.61,0.56,0.14,0.67,0.74,0.72
camel-2.11.0.csv,RFE-Random3,0.96,0.56,0.57,0.57,0.13,0.62,0.72,0.69
camel-2.11.0.csv,RFE-Random4,0.95,0.55,0.58,0.56,0.13,0.63,0.72,0.7
camel-2.11.0.csv,Backward1,0.95,0.57,0.63,0.59,0.19,0.71,0.76,0.74
camel-2.11.0.csv,Backward2,0.96,0.58,0.63,0.6,0.21,0.75,0.76,0.74
camel-2.11.0.csv,Backward3,0.95,0.58,0.64,0.6,0.21,0.77,0.77,0.74
camel-2.11.0.csv,Backward4,0.96,0.59,0.67,0.62,0.25,0.78,0.79,0.76
camel-2.11.0.csv,Auto-Spearman,0.96,0.57,0.61,0.58,0.18,0.61,0.75,0.72
camel-2.11.0.csv,ATE-FS,0.96,0.58,0.57,0.57,0.14,0.65,0.72,0.69
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
derby-10.5.1.1.csv,None,0.83,0.65,0.66,0.66,0.32,0.74,0.76,0.75
derby-10.5.1.1.csv,GSMB,0.79,0.6,0.61,0.6,0.2,0.67,0.71,0.7
derby-10.5.1.1.csv,IAMB,0.78,0.58,0.59,0.59,0.17,0.68,0.7,0.69
derby-10.5.1.1.csv,IAMBnPC,0.75,0.58,0.61,0.59,0.19,0.68,0.7,0.69
derby-10.5.1.1.csv,LRH,0.76,0.56,0.58,0.57,0.14,0.66,0.68,0.68
derby-10.5.1.1.csv,BAMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,FBEDk,0.8,0.6,0.61,0.61,0.22,0.69,0.72,0.71
derby-10.5.1.1.csv,MMMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,PCMB,0.78,0.6,0.63,0.61,0.23,0.7,0.72,0.71
derby-10.5.1.1.csv,HITON_MB,0.76,0.6,0.64,0.6,0.23,0.69,0.71,0.71
derby-10.5.1.1.csv,MBOR,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,IPCMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,STMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,KIAMB,0.79,0.6,0.61,0.6,0.21,0.69,0.72,0.71
derby-10.5.1.1.csv,TIE_P,0.77,0.6,0.63,0.6,0.22,0.71,0.71,0.71
derby-10.5.1.1.csv,Chi-Square1,0.78,0.6,0.64,0.61,0.24,0.7,0.72,0.72
derby-10.5.1.1.csv,Chi-Square2,0.78,0.62,0.66,0.63,0.27,0.71,0.73,0.73
derby-10.5.1.1.csv,Chi-Square3,0.78,0.61,0.65,0.62,0.26,0.69,0.73,0.73
derby-10.5.1.1.csv,Chi-Square4,0.78,0.61,0.65,0.62,0.26,0.71,0.73,0.73
derby-10.5.1.1.csv,Mutual-Info1,0.81,0.64,0.66,0.64,0.29,0.72,0.75,0.74
derby-10.5.1.1.csv,Mutual-Info2,0.81,0.64,0.66,0.64,0.29,0.71,0.75,0.74
derby-10.5.1.1.csv,Mutual-Info3,0.8,0.63,0.67,0.65,0.3,0.74,0.75,0.74
derby-10.5.1.1.csv,Mutual-Info4,0.79,0.62,0.66,0.63,0.27,0.73,0.74,0.73
derby-10.5.1.1.csv,Anova1,0.82,0.62,0.61,0.61,0.23,0.69,0.73,0.71
derby-10.5.1.1.csv,Anova2,0.82,0.64,0.64,0.64,0.28,0.72,0.75,0.74
derby-10.5.1.1.csv,Anova3,0.82,0.64,0.65,0.64,0.28,0.71,0.75,0.74
derby-10.5.1.1.csv,Anova4,0.81,0.63,0.63,0.63,0.26,0.72,0.74,0.73
derby-10.5.1.1.csv,DropCorrelated1,0.81,0.62,0.64,0.63,0.26,0.73,0.74,0.73
derby-10.5.1.1.csv,DropCorrelated2,0.82,0.65,0.66,0.65,0.3,0.73,0.75,0.74
derby-10.5.1.1.csv,DropCorrelated3,0.82,0.65,0.67,0.66,0.32,0.73,0.76,0.75
derby-10.5.1.1.csv,DropCorrelated4,0.82,0.65,0.66,0.66,0.31,0.71,0.76,0.75
derby-10.5.1.1.csv,SmartCorrelated1,0.83,0.65,0.66,0.65,0.31,0.73,0.76,0.75
derby-10.5.1.1.csv,SmartCorrelated2,0.81,0.64,0.67,0.65,0.31,0.71,0.75,0.75
derby-10.5.1.1.csv,SmartCorrelated3,0.82,0.66,0.68,0.66,0.33,0.77,0.76,0.75
derby-10.5.1.1.csv,SmartCorrelated4,0.83,0.67,0.67,0.66,0.33,0.73,0.76,0.75
derby-10.5.1.1.csv,RFE-Logistic1,0.69,0.56,0.6,0.55,0.15,0.65,0.65,0.65
derby-10.5.1.1.csv,RFE-Logistic2,0.8,0.6,0.62,0.61,0.22,0.69,0.72,0.71
derby-10.5.1.1.csv,RFE-Logistic3,0.82,0.61,0.58,0.58,0.18,0.64,0.71,0.69
derby-10.5.1.1.csv,RFE-Logistic4,0.81,0.62,0.62,0.62,0.24,0.71,0.73,0.72
derby-10.5.1.1.csv,Forward1,0.82,0.64,0.65,0.64,0.29,0.7,0.75,0.74
derby-10.5.1.1.csv,Forward2,0.82,0.64,0.63,0.64,0.27,0.73,0.74,0.73
derby-10.5.1.1.csv,Forward3,0.82,0.64,0.65,0.64,0.29,0.72,0.75,0.74
derby-10.5.1.1.csv,Forward4,0.83,0.66,0.67,0.66,0.33,0.77,0.76,0.75
derby-10.5.1.1.csv,RFE-Random1,0.85,0.69,0.62,0.64,0.3,0.71,0.75,0.73
derby-10.5.1.1.csv,RFE-Random2,0.8,0.61,0.63,0.62,0.25,0.71,0.73,0.72
derby-10.5.1.1.csv,RFE-Random3,0.81,0.62,0.64,0.63,0.27,0.71,0.74,0.73
derby-10.5.1.1.csv,RFE-Random4,0.82,0.63,0.63,0.63,0.26,0.71,0.74,0.73
derby-10.5.1.1.csv,Backward1,0.79,0.61,0.64,0.62,0.24,0.7,0.73,0.72
derby-10.5.1.1.csv,Backward2,0.8,0.6,0.61,0.61,0.21,0.69,0.72,0.71
derby-10.5.1.1.csv,Backward3,0.8,0.62,0.63,0.62,0.24,0.71,0.73,0.72
derby-10.5.1.1.csv,Backward4,0.81,0.64,0.66,0.65,0.3,0.72,0.75,0.74
derby-10.5.1.1.csv,Auto-Spearman,0.84,0.68,0.68,0.68,0.36,0.68,0.78,0.76
derby-10.5.1.1.csv,ATE-FS,0.85,0.68,0.63,0.65,0.31,0.75,0.76,0.74
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
activemq-5.3.0.csv,None,0.86,0.65,0.66,0.65,0.31,0.77,0.77,0.75
activemq-5.3.0.csv,GSMB,0.82,0.58,0.6,0.59,0.18,0.73,0.71,0.7
activemq-5.3.0.csv,IAMB,0.83,0.59,0.61,0.6,0.2,0.72,0.72,0.71
activemq-5.3.0.csv,IAMBnPC,0.8,0.57,0.61,0.58,0.18,0.7,0.71,0.7
activemq-5.3.0.csv,LRH,0.81,0.56,0.58,0.57,0.14,0.71,0.69,0.69
activemq-5.3.0.csv,BAMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,FBEDk,0.81,0.56,0.58,0.57,0.14,0.71,0.69,0.69
