dataset,feat_algo,acc,prec,recall,f1,mcc,roc_auc,g-m,bal
camel-2.11.0.csv,Chi-Square3,0.98,0.64,0.52,0.53,0.09,0.52,0.68,0.66
camel-2.11.0.csv,Chi-Square4,0.98,0.61,0.52,0.52,0.08,0.52,0.68,0.66
camel-2.11.0.csv,Mutual-Info1,0.76,0.52,0.7,0.48,0.14,0.7,0.73,0.73
camel-2.11.0.csv,Mutual-Info2,0.83,0.54,0.76,0.53,0.2,0.76,0.79,0.79
camel-2.11.0.csv,Mutual-Info3,0.84,0.54,0.75,0.53,0.2,0.75,0.79,0.79
camel-2.11.0.csv,Mutual-Info4,0.84,0.53,0.72,0.53,0.17,0.72,0.78,0.77
camel-2.11.0.csv,Anova1,0.75,0.52,0.71,0.48,0.14,0.71,0.73,0.73
camel-2.11.0.csv,Anova2,0.77,0.53,0.73,0.49,0.16,0.73,0.75,0.75
camel-2.11.0.csv,Anova3,0.77,0.53,0.75,0.5,0.17,0.75,0.76,0.76
camel-2.11.0.csv,Anova4,0.78,0.53,0.74,0.5,0.16,0.74,0.76,0.76
camel-2.11.0.csv,DropCorrelated1,0.98,0.64,0.51,0.52,0.08,0.51,0.68,0.66
camel-2.11.0.csv,DropCorrelated2,0.98,0.64,0.51,0.52,0.08,0.51,0.68,0.66
camel-2.11.0.csv,DropCorrelated3,0.98,0.64,0.51,0.52,0.08,0.51,0.68,0.66
camel-2.11.0.csv,DropCorrelated4,0.98,0.64,0.51,0.52,0.08,0.51,0.68,0.66
camel-2.11.0.csv,SmartCorrelated1,0.92,0.55,0.67,0.57,0.19,0.67,0.78,0.76
camel-2.11.0.csv,SmartCorrelated2,0.68,0.52,0.69,0.45,0.12,0.69,0.68,0.68
camel-2.11.0.csv,SmartCorrelated3,0.69,0.52,0.69,0.45,0.12,0.69,0.69,0.69
camel-2.11.0.csv,SmartCorrelated4,0.69,0.52,0.69,0.45,0.12,0.69,0.69,0.69
camel-2.11.0.csv,RFE-Logistic1,0.98,0.64,0.51,0.52,0.08,0.51,0.68,0.66
camel-2.11.0.csv,RFE-Logistic2,0.98,0.64,0.51,0.52,0.08,0.51,0.68,0.66
camel-2.11.0.csv,RFE-Logistic3,0.98,0.64,0.51,0.52,0.08,0.51,0.68,0.66
camel-2.11.0.csv,RFE-Logistic4,0.98,0.64,0.51,0.52,0.08,0.51,0.68,0.66
camel-2.11.0.csv,Forward1,0.87,0.55,0.74,0.55,0.21,0.74,0.8,0.8
camel-2.11.0.csv,Forward2,0.87,0.55,0.74,0.55,0.21,0.74,0.8,0.8
camel-2.11.0.csv,Forward3,0.87,0.55,0.75,0.55,0.21,0.75,0.81,0.8
camel-2.11.0.csv,Forward4,0.87,0.55,0.74,0.55,0.21,0.74,0.8,0.8
camel-2.11.0.csv,RFE-Random1,0.95,0.51,0.51,0.51,0.02,0.51,0.67,0.65
camel-2.11.0.csv,RFE-Random2,0.83,0.53,0.71,0.52,0.16,0.71,0.77,0.76
camel-2.11.0.csv,RFE-Random3,0.84,0.54,0.72,0.53,0.18,0.72,0.78,0.78
camel-2.11.0.csv,RFE-Random4,0.82,0.53,0.74,0.52,0.18,0.74,0.78,0.77
camel-2.11.0.csv,Backward1,0.79,0.53,0.75,0.51,0.18,0.75,0.77,0.77
camel-2.11.0.csv,Backward2,0.83,0.54,0.77,0.53,0.2,0.77,0.8,0.79
camel-2.11.0.csv,Backward3,0.82,0.54,0.77,0.52,0.2,0.77,0.79,0.79
camel-2.11.0.csv,Backward4,0.83,0.54,0.77,0.53,0.2,0.77,0.8,0.8
camel-2.11.0.csv,Auto-Spearman,0.85,0.54,0.76,0.54,0.21,0.76,0.8,0.8
camel-2.11.0.csv,ATE-FS,0.8,0.53,0.74,0.51,0.17,0.74,0.77,0.77
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
derby-10.5.1.1.csv,None,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,GSMB,0.54,0.57,0.63,0.48,0.19,0.63,0.56,0.56
derby-10.5.1.1.csv,IAMB,0.53,0.57,0.64,0.48,0.19,0.64,0.55,0.55
derby-10.5.1.1.csv,IAMBnPC,0.54,0.57,0.64,0.49,0.2,0.64,0.56,0.56
derby-10.5.1.1.csv,LRH,0.53,0.57,0.64,0.48,0.2,0.64,0.55,0.56
derby-10.5.1.1.csv,BAMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,FBEDk,0.53,0.57,0.64,0.48,0.2,0.64,0.55,0.56
derby-10.5.1.1.csv,MMMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,PCMB,0.79,0.6,0.62,0.61,0.23,0.62,0.72,0.71
derby-10.5.1.1.csv,HITON_MB,0.54,0.57,0.65,0.49,0.2,0.65,0.56,0.56
derby-10.5.1.1.csv,MBOR,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,IPCMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,STMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,KIAMB,0.53,0.57,0.64,0.48,0.19,0.64,0.55,0.56
derby-10.5.1.1.csv,TIE_P,0.53,0.57,0.63,0.48,0.19,0.63,0.55,0.55
derby-10.5.1.1.csv,Chi-Square1,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Chi-Square2,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Chi-Square3,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Chi-Square4,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Mutual-Info1,0.76,0.62,0.7,0.64,0.31,0.7,0.74,0.74
derby-10.5.1.1.csv,Mutual-Info2,0.75,0.62,0.7,0.63,0.31,0.7,0.74,0.73
derby-10.5.1.1.csv,Mutual-Info3,0.77,0.63,0.71,0.65,0.33,0.71,0.75,0.75
derby-10.5.1.1.csv,Mutual-Info4,0.77,0.63,0.71,0.65,0.34,0.71,0.75,0.75
derby-10.5.1.1.csv,Anova1,0.69,0.6,0.7,0.59,0.28,0.7,0.69,0.69
derby-10.5.1.1.csv,Anova2,0.73,0.62,0.71,0.62,0.31,0.71,0.72,0.72
derby-10.5.1.1.csv,Anova3,0.74,0.62,0.71,0.63,0.32,0.71,0.73,0.73
derby-10.5.1.1.csv,Anova4,0.75,0.63,0.71,0.64,0.33,0.71,0.74,0.74
derby-10.5.1.1.csv,DropCorrelated1,0.79,0.63,0.69,0.65,0.32,0.69,0.75,0.75
derby-10.5.1.1.csv,DropCorrelated2,0.73,0.6,0.68,0.61,0.27,0.68,0.71,0.71
derby-10.5.1.1.csv,DropCorrelated3,0.86,0.62,0.51,0.49,0.07,0.51,0.68,0.65
derby-10.5.1.1.csv,DropCorrelated4,0.86,0.62,0.51,0.49,0.07,0.51,0.68,0.65
derby-10.5.1.1.csv,SmartCorrelated1,0.75,0.62,0.69,0.63,0.3,0.69,0.73,0.73
derby-10.5.1.1.csv,SmartCorrelated2,0.75,0.62,0.71,0.63,0.32,0.71,0.73,0.73
derby-10.5.1.1.csv,SmartCorrelated3,0.77,0.63,0.71,0.65,0.33,0.71,0.75,0.75
derby-10.5.1.1.csv,SmartCorrelated4,0.86,0.62,0.51,0.49,0.07,0.51,0.68,0.65
derby-10.5.1.1.csv,RFE-Logistic1,0.77,0.61,0.65,0.62,0.25,0.65,0.72,0.72
derby-10.5.1.1.csv,RFE-Logistic2,0.71,0.58,0.64,0.58,0.21,0.64,0.68,0.68
derby-10.5.1.1.csv,RFE-Logistic3,0.79,0.63,0.67,0.64,0.29,0.67,0.74,0.74
derby-10.5.1.1.csv,RFE-Logistic4,0.77,0.63,0.7,0.64,0.32,0.7,0.75,0.75
derby-10.5.1.1.csv,Forward1,0.73,0.62,0.73,0.63,0.34,0.73,0.73,0.73
derby-10.5.1.1.csv,Forward2,0.73,0.62,0.73,0.63,0.34,0.73,0.73,0.73
derby-10.5.1.1.csv,Forward3,0.73,0.62,0.73,0.63,0.34,0.73,0.73,0.73
derby-10.5.1.1.csv,Forward4,0.73,0.62,0.73,0.63,0.34,0.73,0.73,0.73
derby-10.5.1.1.csv,RFE-Random1,0.85,0.53,0.51,0.49,0.03,0.51,0.67,0.65
derby-10.5.1.1.csv,RFE-Random2,0.8,0.65,0.71,0.66,0.35,0.71,0.76,0.76
derby-10.5.1.1.csv,RFE-Random3,0.8,0.61,0.63,0.62,0.24,0.63,0.73,0.72
derby-10.5.1.1.csv,RFE-Random4,0.75,0.62,0.7,0.63,0.31,0.7,0.73,0.73
derby-10.5.1.1.csv,Backward1,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Backward2,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Backward3,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Backward4,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Auto-Spearman,0.75,0.63,0.71,0.64,0.33,0.71,0.74,0.74
derby-10.5.1.1.csv,ATE-FS,0.77,0.64,0.74,0.66,0.37,0.74,0.76,0.76
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
activemq-5.3.0.csv,None,0.83,0.63,0.68,0.64,0.3,0.68,0.76,0.76
activemq-5.3.0.csv,GSMB,0.62,0.58,0.71,0.53,0.26,0.71,0.65,0.65
activemq-5.3.0.csv,IAMB,0.62,0.58,0.7,0.53,0.25,0.7,0.65,0.65
activemq-5.3.0.csv,IAMBnPC,0.62,0.58,0.7,0.53,0.25,0.7,0.64,0.64
activemq-5.3.0.csv,LRH,0.62,0.58,0.7,0.53,0.25,0.7,0.65,0.65
activemq-5.3.0.csv,BAMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,FBEDk,0.63,0.58,0.7,0.53,0.25,0.7,0.65,0.65
activemq-5.3.0.csv,MMMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,PCMB,0.58,0.57,0.69,0.5,0.23,0.69,0.61,0.61
activemq-5.3.0.csv,HITON_MB,0.6,0.58,0.7,0.51,0.25,0.7,0.63,0.63
activemq-5.3.0.csv,MBOR,--,--,--,--,--,--,--,
activemq-5.3.0.csv,IPCMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,STMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,KIAMB,0.62,0.58,0.7,0.53,0.25,0.7,0.64,0.65
activemq-5.3.0.csv,TIE_P,0.6,0.58,0.71,0.51,0.26,0.71,0.63,0.63
activemq-5.3.0.csv,Chi-Square1,0.76,0.6,0.7,0.61,0.28,0.7,0.74,0.73
activemq-5.3.0.csv,Chi-Square2,0.76,0.6,0.7,0.61,0.28,0.7,0.73,0.73
activemq-5.3.0.csv,Chi-Square3,0.76,0.6,0.71,0.61,0.29,0.71,0.74,0.74
activemq-5.3.0.csv,Chi-Square4,0.84,0.63,0.68,0.65,0.31,0.68,0.77,0.76
activemq-5.3.0.csv,Mutual-Info1,0.75,0.6,0.71,0.61,0.3,0.71,0.73,0.73
activemq-5.3.0.csv,Mutual-Info2,0.68,0.59,0.71,0.57,0.27,0.71,0.69,0.69
activemq-5.3.0.csv,Mutual-Info3,0.68,0.59,0.71,0.56,0.27,0.71,0.69,0.69
activemq-5.3.0.csv,Mutual-Info4,0.69,0.59,0.71,0.57,0.27,0.71,0.69,0.69
activemq-5.3.0.csv,Anova1,0.79,0.61,0.7,0.63,0.3,0.7,0.75,0.75
activemq-5.3.0.csv,Anova2,0.75,0.61,0.73,0.61,0.32,0.73,0.74,0.74
activemq-5.3.0.csv,Anova3,0.74,0.61,0.74,0.61,0.32,0.74,0.74,0.74
activemq-5.3.0.csv,Anova4,0.75,0.61,0.74,0.62,0.33,0.74,0.75,0.75
activemq-5.3.0.csv,DropCorrelated1,0.89,0.68,0.53,0.53,0.14,0.53,0.69,0.67
activemq-5.3.0.csv,DropCorrelated2,0.89,0.68,0.53,0.53,0.15,0.53,0.69,0.67
activemq-5.3.0.csv,DropCorrelated3,0.86,0.72,0.54,0.53,0.17,0.54,0.68,0.66
activemq-5.3.0.csv,DropCorrelated4,0.86,0.65,0.66,0.65,0.3,0.66,0.76,0.75
activemq-5.3.0.csv,SmartCorrelated1,0.81,0.63,0.71,0.64,0.32,0.71,0.77,0.76
activemq-5.3.0.csv,SmartCorrelated2,0.78,0.61,0.71,0.62,0.31,0.71,0.75,0.75
activemq-5.3.0.csv,SmartCorrelated3,0.78,0.61,0.71,0.62,0.31,0.71,0.75,0.75
activemq-5.3.0.csv,SmartCorrelated4,0.79,0.61,0.7,0.62,0.29,0.7,0.75,0.75
activemq-5.3.0.csv,RFE-Logistic1,0.89,0.68,0.53,0.53,0.15,0.53,0.69,0.67
activemq-5.3.0.csv,RFE-Logistic2,0.89,0.74,0.56,0.57,0.23,0.56,0.71,0.69
activemq-5.3.0.csv,RFE-Logistic3,0.89,0.78,0.55,0.55,0.2,0.55,0.7,0.68
activemq-5.3.0.csv,RFE-Logistic4,0.89,0.74,0.56,0.57,0.22,0.56,0.71,0.69
activemq-5.3.0.csv,Forward1,0.79,0.63,0.76,0.65,0.37,0.76,0.77,0.77
activemq-5.3.0.csv,Forward2,0.79,0.63,0.76,0.65,0.37,0.76,0.77,0.77
activemq-5.3.0.csv,Forward3,0.75,0.61,0.74,0.61,0.32,0.74,0.74,0.74
activemq-5.3.0.csv,Forward4,0.76,0.62,0.74,0.62,0.34,0.74,0.75,0.75
activemq-5.3.0.csv,RFE-Random1,0.72,0.58,0.67,0.58,0.24,0.67,0.7,0.7
activemq-5.3.0.csv,RFE-Random2,0.73,0.53,0.55,0.52,0.08,0.55,0.65,0.65
activemq-5.3.0.csv,RFE-Random3,0.74,0.6,0.72,0.6,0.3,0.72,0.73,0.73
activemq-5.3.0.csv,RFE-Random4,0.72,0.6,0.71,0.59,0.28,0.71,0.72,0.72
activemq-5.3.0.csv,Backward1,0.76,0.62,0.75,0.62,0.34,0.75,0.75,0.75
activemq-5.3.0.csv,Backward2,0.76,0.61,0.74,0.62,0.33,0.74,0.75,0.75
activemq-5.3.0.csv,Backward3,0.77,0.62,0.76,0.63,0.36,0.76,0.76,0.76
activemq-5.3.0.csv,Backward4,0.77,0.63,0.76,0.64,0.36,0.76,0.77,0.77
activemq-5.3.0.csv,Auto-Spearman,0.67,0.58,0.69,0.55,0.24,0.69,0.67,0.67
activemq-5.3.0.csv,ATE-FS,0.79,0.62,0.74,0.64,0.34,0.74,0.77,0.77
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
derby-10.3.1.4.csv,None,0.7,0.57,0.5,0.42,0.04,0.5,0.67,0.65
derby-10.3.1.4.csv,GSMB,0.55,0.6,0.61,0.54,0.21,0.61,0.52,0.53
derby-10.3.1.4.csv,IAMB,0.54,0.6,0.61,0.54,0.2,0.61,0.51,0.52
derby-10.3.1.4.csv,IAMBnPC,0.55,0.6,0.61,0.54,0.21,0.61,0.52,0.52
derby-10.3.1.4.csv,LRH,0.54,0.61,0.61,0.54,0.22,0.61,0.51,0.52
derby-10.3.1.4.csv,BAMB,0.55,0.6,0.61,0.54,0.21,0.61,0.52,0.52
derby-10.3.1.4.csv,FBEDk,0.54,0.6,0.61,0.54,0.21,0.61,0.51,0.52
derby-10.3.1.4.csv,MMMB,0.65,0.59,0.6,0.59,0.19,0.6,0.65,0.65
derby-10.3.1.4.csv,PCMB,--,--,--,--,--,--,--,
derby-10.3.1.4.csv,HITON_MB,0.65,0.59,0.6,0.59,0.19,0.6,0.65,0.65
derby-10.3.1.4.csv,MBOR,0.56,0.6,0.61,0.55,0.21,0.61,0.53,0.54
derby-10.3.1.4.csv,IPCMB,--,--,--,--,--,--,--,
derby-10.3.1.4.csv,STMB,0.55,0.6,0.61,0.54,0.21,0.61,0.51,0.52
derby-10.3.1.4.csv,KIAMB,0.56,0.61,0.62,0.55,0.23,0.62,0.52,0.53
derby-10.3.1.4.csv,TIE_P,0.64,0.59,0.6,0.59,0.19,0.6,0.64,0.64
derby-10.3.1.4.csv,Chi-Square1,0.7,0.52,0.5,0.42,0.03,0.5,0.67,0.65
derby-10.3.1.4.csv,Chi-Square2,0.7,0.57,0.5,0.42,0.03,0.5,0.67,0.65
derby-10.3.1.4.csv,Chi-Square3,0.7,0.52,0.5,0.42,0.03,0.5,0.67,0.65
derby-10.3.1.4.csv,Chi-Square4,0.7,0.57,0.5,0.42,0.04,0.5,0.67,0.65
derby-10.3.1.4.csv,Mutual-Info1,0.75,0.7,0.71,0.71,0.42,0.71,0.75,0.75
derby-10.3.1.4.csv,Mutual-Info2,0.76,0.72,0.73,0.72,0.45,0.73,0.77,0.77
derby-10.3.1.4.csv,Mutual-Info3,0.76,0.71,0.71,0.71,0.42,0.71,0.76,0.76
derby-10.3.1.4.csv,Mutual-Info4,0.74,0.7,0.7,0.7,0.4,0.7,0.75,0.75
derby-10.3.1.4.csv,Anova1,0.76,0.72,0.72,0.72,0.44,0.72,0.77,0.77
derby-10.3.1.4.csv,Anova2,0.75,0.72,0.74,0.72,0.45,0.74,0.75,0.75
derby-10.3.1.4.csv,Anova3,0.77,0.73,0.74,0.74,0.48,0.74,0.78,0.78
derby-10.3.1.4.csv,Anova4,0.73,0.69,0.7,0.69,0.39,0.7,0.74,0.74
derby-10.3.1.4.csv,DropCorrelated1,0.75,0.71,0.7,0.7,0.41,0.7,0.76,0.76
derby-10.3.1.4.csv,DropCorrelated2,0.74,0.69,0.69,0.69,0.39,0.69,0.75,0.74
derby-10.3.1.4.csv,DropCorrelated3,0.75,0.71,0.69,0.7,0.4,0.69,0.76,0.76
derby-10.3.1.4.csv,DropCorrelated4,0.7,0.57,0.5,0.42,0.04,0.5,0.67,0.65
derby-10.3.1.4.csv,SmartCorrelated1,0.72,0.67,0.68,0.68,0.35,0.68,0.73,0.73
derby-10.3.1.4.csv,SmartCorrelated2,0.7,0.57,0.5,0.42,0.04,0.5,0.67,0.65
derby-10.3.1.4.csv,SmartCorrelated3,0.73,0.69,0.7,0.69,0.38,0.7,0.74,0.74
derby-10.3.1.4.csv,SmartCorrelated4,0.7,0.57,0.5,0.42,0.04,0.5,0.67,0.65
derby-10.3.1.4.csv,RFE-Logistic1,0.71,0.64,0.6,0.6,0.23,0.6,0.71,0.7
derby-10.3.1.4.csv,RFE-Logistic2,0.69,0.62,0.6,0.61,0.22,0.6,0.7,0.69
derby-10.3.1.4.csv,RFE-Logistic3,0.66,0.61,0.62,0.61,0.23,0.62,0.67,0.67
derby-10.3.1.4.csv,RFE-Logistic4,0.68,0.63,0.65,0.64,0.28,0.65,0.68,0.68
derby-10.3.1.4.csv,Forward1,0.72,0.69,0.71,0.69,0.39,0.71,0.73,0.73
derby-10.3.1.4.csv,Forward2,0.73,0.69,0.71,0.7,0.41,0.71,0.74,0.74
derby-10.3.1.4.csv,Forward3,0.73,0.69,0.7,0.69,0.39,0.7,0.73,0.73
derby-10.3.1.4.csv,Forward4,0.73,0.69,0.7,0.69,0.39,0.7,0.73,0.73
derby-10.3.1.4.csv,RFE-Random1,0.7,0.43,0.51,0.42,0.03,0.51,0.67,0.65
derby-10.3.1.4.csv,RFE-Random2,0.71,0.67,0.68,0.67,0.35,0.68,0.72,0.72
derby-10.3.1.4.csv,RFE-Random3,0.71,0.67,0.68,0.67,0.36,0.68,0.72,0.71
derby-10.3.1.4.csv,RFE-Random4,0.71,0.67,0.68,0.67,0.35,0.68,0.71,0.71
derby-10.3.1.4.csv,Backward1,0.74,0.69,0.7,0.7,0.39,0.7,0.74,0.74
derby-10.5.1.1.csv,Backward2,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Backward3,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.5.1.1.csv,Backward4,0.86,0.62,0.51,0.49,0.07,0.51,0.67,0.65
derby-10.3.1.4.csv,Auto-Spearman,0.74,0.7,0.7,0.69,0.39,0.7,0.75,0.75
derby-10.3.1.4.csv,ATE-FS,0.74,0.69,0.66,0.67,0.35,0.66,0.75,0.74
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
activemq-5.2.0.csv,None,0.65,0.35,0.52,0.38,0.04,0.52,0.48,0.53
activemq-5.2.0.csv,GSMB,0.67,0.57,0.67,0.54,0.22,0.67,0.67,0.67
activemq-5.2.0.csv,IAMB,0.62,0.57,0.67,0.51,0.22,0.67,0.63,0.63
activemq-5.2.0.csv,IAMBnPC,0.63,0.57,0.68,0.52,0.22,0.68,0.64,0.64
activemq-5.2.0.csv,LRH,0.62,0.57,0.67,0.51,0.21,0.67,0.63,0.63
activemq-5.2.0.csv,BAMB,--,--,--,--,--,--,--,
activemq-5.2.0.csv,FBEDk,0.61,0.57,0.67,0.51,0.21,0.67,0.63,0.63
activemq-5.2.0.csv,MMMB,--,--,--,--,--,--,--,
activemq-5.2.0.csv,PCMB,0.54,0.55,0.64,0.46,0.18,0.64,0.57,0.57
activemq-5.2.0.csv,HITON_MB,0.63,0.57,0.67,0.52,0.22,0.67,0.64,0.64
activemq-5.2.0.csv,MBOR,--,--,--,--,--,--,--,
activemq-5.2.0.csv,IPCMB,--,--,--,--,--,--,--,
activemq-5.2.0.csv,STMB,--,--,--,--,--,--,--,
activemq-5.2.0.csv,KIAMB,0.62,0.57,0.67,0.52,0.21,0.67,0.63,0.63
activemq-5.2.0.csv,TIE_P,0.58,0.39,0.5,0.32,0,0.5,0.4,0.47
activemq-5.2.0.csv,Chi-Square1,0.65,0.35,0.52,0.38,0.04,0.52,0.48,0.53
activemq-5.2.0.csv,Chi-Square2,0.65,0.35,0.52,0.38,0.04,0.52,0.48,0.53
activemq-5.2.0.csv,Chi-Square3,0.65,0.35,0.52,0.38,0.04,0.52,0.48,0.53
activemq-5.2.0.csv,Chi-Square4,0.65,0.35,0.52,0.38,0.04,0.52,0.48,0.53
activemq-5.2.0.csv,Mutual-Info1,0.74,0.6,0.73,0.6,0.31,0.73,0.73,0.73
activemq-5.2.0.csv,Mutual-Info2,0.75,0.61,0.73,0.61,0.31,0.73,0.74,0.74
activemq-5.2.0.csv,Mutual-Info3,0.74,0.61,0.73,0.61,0.32,0.73,0.74,0.74
activemq-5.2.0.csv,Mutual-Info4,0.77,0.61,0.73,0.62,0.32,0.73,0.75,0.75
activemq-5.2.0.csv,Anova1,0.91,0.77,0.78,0.78,0.55,0.78,0.86,0.84
activemq-5.2.0.csv,Anova2,0.91,0.77,0.78,0.78,0.55,0.78,0.86,0.84
activemq-5.2.0.csv,Anova3,0.82,0.66,0.8,0.69,0.44,0.8,0.81,0.81
activemq-5.2.0.csv,Anova4,0.81,0.65,0.79,0.68,0.42,0.79,0.8,0.8
activemq-5.2.0.csv,DropCorrelated1,0.88,0.71,0.78,0.74,0.49,0.78,0.84,0.83
activemq-5.2.0.csv,DropCorrelated2,0.63,0.57,0.67,0.52,0.21,0.67,0.64,0.64
activemq-5.2.0.csv,DropCorrelated3,0.79,0.63,0.64,0.6,0.26,0.64,0.72,0.71
activemq-5.2.0.csv,DropCorrelated4,0.69,0.58,0.69,0.56,0.25,0.69,0.69,0.69
activemq-5.2.0.csv,SmartCorrelated1,0.78,0.63,0.76,0.64,0.37,0.76,0.77,0.77
activemq-5.2.0.csv,SmartCorrelated2,0.77,0.62,0.75,0.63,0.34,0.75,0.76,0.76
activemq-5.2.0.csv,SmartCorrelated3,0.86,0.66,0.68,0.67,0.34,0.68,0.78,0.77
activemq-5.2.0.csv,SmartCorrelated4,0.85,0.64,0.67,0.65,0.31,0.67,0.77,0.76
activemq-5.2.0.csv,RFE-Logistic1,0.66,0.33,0.5,0.36,0,0.5,0.47,0.52
activemq-5.2.0.csv,RFE-Logistic2,0.66,0.36,0.52,0.38,0.04,0.52,0.48,0.53
activemq-5.2.0.csv,RFE-Logistic3,0.66,0.36,0.51,0.38,0.04,0.51,0.48,0.53
activemq-5.2.0.csv,RFE-Logistic4,0.66,0.36,0.52,0.38,0.04,0.52,0.48,0.53
activemq-5.2.0.csv,Forward1,0.81,0.64,0.77,0.67,0.39,0.77,0.79,0.79
activemq-5.2.0.csv,Forward2,0.82,0.66,0.78,0.68,0.42,0.78,0.81,0.8
activemq-5.2.0.csv,Forward3,0.83,0.67,0.81,0.7,0.46,0.81,0.82,0.82
activemq-5.2.0.csv,Forward4,0.66,0.36,0.5,0.37,0.02,0.5,0.47,0.52
activemq-5.2.0.csv,RFE-Random1,0.73,0.6,0.72,0.6,0.3,0.72,0.73,0.73
activemq-5.2.0.csv,RFE-Random2,0.75,0.55,0.59,0.55,0.14,0.59,0.68,0.68
activemq-5.2.0.csv,RFE-Random3,0.74,0.6,0.72,0.6,0.3,0.72,0.73,0.73
activemq-5.2.0.csv,RFE-Random4,0.76,0.61,0.73,0.61,0.31,0.73,0.74,0.74
activemq-5.2.0.csv,Backward1,0.76,0.61,0.73,0.62,0.32,0.73,0.75,0.75
activemq-5.2.0.csv,Backward2,0.78,0.62,0.75,0.63,0.35,0.75,0.77,0.76
activemq-5.2.0.csv,Backward3,0.78,0.63,0.75,0.64,0.36,0.75,0.77,0.77
activemq-5.2.0.csv,Backward4,0.77,0.62,0.75,0.63,0.35,0.75,0.77,0.76
activemq-5.2.0.csv,Auto-Spearman,0.8,0.63,0.74,0.65,0.36,0.74,0.78,0.78
activemq-5.2.0.csv,ATE-FS,0.9,0.74,0.78,0.75,0.51,0.78,0.85,0.83
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
hive-0.12.0.csv,None,0.5,0.25,0.5,0.28,0,0.5,0.33,0.43
hive-0.12.0.csv,GSMB,0.58,0.54,0.64,0.46,0.16,0.64,0.6,0.6
hive-0.12.0.csv,IAMB,0.58,0.54,0.63,0.46,0.14,0.63,0.59,0.6
hive-0.12.0.csv,IAMBnPC,0.58,0.54,0.64,0.46,0.16,0.64,0.6,0.6
hive-0.12.0.csv,LRH,0.57,0.54,0.64,0.46,0.15,0.64,0.59,0.59
hive-0.12.0.csv,BAMB,0.57,0.54,0.64,0.46,0.16,0.64,0.59,0.59
hive-0.12.0.csv,FBEDk,0.55,0.54,0.63,0.45,0.14,0.63,0.58,0.58
hive-0.12.0.csv,MMMB,0.58,0.54,0.64,0.46,0.16,0.64,0.6,0.6
hive-0.12.0.csv,PCMB,0.4,0.53,0.6,0.35,0.11,0.6,0.45,0.46
hive-0.12.0.csv,HITON_MB,--,--,--,--,--,--,--,
hive-0.12.0.csv,MBOR,0.62,0.53,0.61,0.47,0.12,0.61,0.61,0.61
hive-0.12.0.csv,IPCMB,0.4,0.53,0.6,0.35,0.12,0.6,0.45,0.47
hive-0.12.0.csv,STMB,0.58,0.54,0.65,0.46,0.16,0.65,0.6,0.6
hive-0.12.0.csv,KIAMB,0.55,0.54,0.63,0.44,0.14,0.63,0.58,0.58
hive-0.12.0.csv,TIE_P,0.37,0.53,0.58,0.33,0.1,0.58,0.41,0.44
hive-0.12.0.csv,Chi-Square1,0.5,0.25,0.5,0.28,-0.03,0.5,0.33,0.43
hive-0.12.0.csv,Chi-Square2,0.5,0.25,0.5,0.28,-0.03,0.5,0.33,0.43
hive-0.12.0.csv,Chi-Square3,0.5,0.25,0.5,0.28,-0.03,0.5,0.33,0.43
hive-0.12.0.csv,Chi-Square4,0.5,0.25,0.5,0.28,-0.03,0.5,0.33,0.43
hive-0.12.0.csv,Mutual-Info1,0.74,0.58,0.74,0.58,0.28,0.74,0.74,0.74
hive-0.12.0.csv,Mutual-Info2,0.76,0.58,0.73,0.58,0.28,0.73,0.74,0.74
hive-0.12.0.csv,Mutual-Info3,0.75,0.58,0.72,0.58,0.27,0.72,0.74,0.74
