dataset,feat_algo,acc,prec,recall,f1,mcc,roc_auc,g-m,bal
camel-2.11.0.csv,Anova2,0.97,0.59,0.57,0.58,0.16,0.76,0.72,0.7
camel-2.11.0.csv,Anova3,0.97,0.58,0.56,0.57,0.14,0.77,0.71,0.69
camel-2.11.0.csv,Anova4,0.97,0.58,0.57,0.57,0.14,0.76,0.72,0.69
camel-2.11.0.csv,DropCorrelated1,0.95,0.58,0.66,0.61,0.23,0.86,0.78,0.76
camel-2.11.0.csv,DropCorrelated2,0.97,0.67,0.59,0.61,0.24,0.89,0.74,0.71
camel-2.11.0.csv,DropCorrelated3,0.96,0.61,0.69,0.64,0.29,0.89,0.81,0.78
camel-2.11.0.csv,DropCorrelated4,0.97,0.66,0.59,0.61,0.23,0.9,0.73,0.71
camel-2.11.0.csv,SmartCorrelated1,0.98,0.67,0.59,0.62,0.24,0.89,0.74,0.71
camel-2.11.0.csv,SmartCorrelated2,0.98,0.68,0.58,0.61,0.24,0.9,0.73,0.71
camel-2.11.0.csv,SmartCorrelated3,0.97,0.62,0.62,0.62,0.24,0.84,0.76,0.73
camel-2.11.0.csv,SmartCorrelated4,0.97,0.65,0.59,0.61,0.23,0.87,0.74,0.71
camel-2.11.0.csv,RFE-Logistic1,0.95,0.56,0.59,0.57,0.15,0.61,0.73,0.71
camel-2.11.0.csv,RFE-Logistic2,0.96,0.57,0.61,0.58,0.17,0.76,0.75,0.72
camel-2.11.0.csv,RFE-Logistic3,0.96,0.57,0.6,0.58,0.17,0.82,0.74,0.72
camel-2.11.0.csv,RFE-Logistic4,0.96,0.58,0.6,0.59,0.18,0.83,0.74,0.71
camel-2.11.0.csv,Forward1,0.96,0.59,0.6,0.59,0.18,0.8,0.74,0.72
camel-2.11.0.csv,Forward2,0.95,0.58,0.67,0.61,0.24,0.87,0.79,0.76
camel-2.11.0.csv,Forward3,0.97,0.66,0.62,0.64,0.28,0.85,0.76,0.73
camel-2.11.0.csv,Forward4,0.97,0.65,0.59,0.61,0.23,0.84,0.74,0.71
camel-2.11.0.csv,RFE-Random1,0.98,0.56,0.5,0.5,0.04,0.52,0.67,0.65
camel-2.11.0.csv,RFE-Random2,0.96,0.59,0.6,0.59,0.19,0.78,0.74,0.72
camel-2.11.0.csv,RFE-Random3,0.94,0.58,0.67,0.6,0.22,0.83,0.78,0.76
camel-2.11.0.csv,RFE-Random4,0.97,0.62,0.59,0.6,0.2,0.81,0.73,0.71
camel-2.11.0.csv,Backward1,0.94,0.57,0.66,0.59,0.21,0.84,0.78,0.76
camel-2.11.0.csv,Backward2,0.97,0.64,0.63,0.63,0.27,0.84,0.76,0.74
camel-2.11.0.csv,Backward3,0.95,0.6,0.71,0.63,0.29,0.88,0.81,0.79
camel-2.11.0.csv,Backward4,0.98,0.7,0.65,0.67,0.35,0.88,0.79,0.76
camel-2.11.0.csv,Auto-Spearman,0.98,0.69,0.6,0.63,0.28,0.6,0.75,0.72
camel-2.11.0.csv,ATE-FS,0.97,0.57,0.54,0.55,0.11,0.74,0.7,0.68
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
derby-10.5.1.1.csv,None,0.87,0.72,0.71,0.71,0.43,0.84,0.8,0.79
derby-10.5.1.1.csv,GSMB,0.82,0.64,0.64,0.64,0.28,0.73,0.74,0.73
derby-10.5.1.1.csv,IAMB,0.79,0.59,0.6,0.6,0.19,0.69,0.71,0.7
derby-10.5.1.1.csv,IAMBnPC,0.77,0.59,0.62,0.6,0.22,0.71,0.71,0.71
derby-10.5.1.1.csv,LRH,0.82,0.63,0.63,0.63,0.26,0.73,0.74,0.73
derby-10.5.1.1.csv,BAMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,FBEDk,0.82,0.63,0.63,0.63,0.26,0.72,0.74,0.73
derby-10.5.1.1.csv,MMMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,PCMB,0.76,0.6,0.65,0.61,0.24,0.7,0.72,0.71
derby-10.5.1.1.csv,HITON_MB,0.78,0.61,0.65,0.62,0.25,0.72,0.73,0.72
derby-10.5.1.1.csv,MBOR,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,IPCMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,STMB,--,--,--,--,--,--,--,
derby-10.5.1.1.csv,KIAMB,0.79,0.59,0.6,0.6,0.2,0.69,0.71,0.7
derby-10.5.1.1.csv,TIE_P,0.81,0.62,0.63,0.62,0.25,0.72,0.73,0.72
derby-10.5.1.1.csv,Chi-Square1,0.8,0.63,0.67,0.64,0.3,0.76,0.75,0.74
derby-10.5.1.1.csv,Chi-Square2,0.81,0.65,0.69,0.66,0.33,0.76,0.76,0.76
derby-10.5.1.1.csv,Chi-Square3,0.79,0.65,0.72,0.67,0.36,0.78,0.77,0.77
derby-10.5.1.1.csv,Chi-Square4,0.82,0.65,0.69,0.67,0.34,0.78,0.77,0.76
derby-10.5.1.1.csv,Mutual-Info1,0.83,0.66,0.66,0.66,0.32,0.78,0.76,0.75
derby-10.5.1.1.csv,Mutual-Info2,0.8,0.65,0.7,0.66,0.34,0.79,0.77,0.76
derby-10.5.1.1.csv,Mutual-Info3,0.84,0.68,0.69,0.68,0.37,0.8,0.78,0.77
derby-10.5.1.1.csv,Mutual-Info4,0.84,0.68,0.68,0.68,0.36,0.81,0.78,0.77
derby-10.5.1.1.csv,Anova1,0.85,0.68,0.62,0.64,0.29,0.75,0.75,0.73
derby-10.5.1.1.csv,Anova2,0.86,0.71,0.67,0.69,0.38,0.79,0.78,0.76
derby-10.5.1.1.csv,Anova3,0.86,0.7,0.68,0.69,0.37,0.81,0.78,0.77
derby-10.5.1.1.csv,Anova4,0.86,0.7,0.67,0.68,0.37,0.8,0.78,0.76
derby-10.5.1.1.csv,DropCorrelated1,0.87,0.72,0.68,0.69,0.4,0.82,0.79,0.77
derby-10.5.1.1.csv,DropCorrelated2,0.86,0.71,0.69,0.7,0.4,0.82,0.79,0.77
derby-10.5.1.1.csv,DropCorrelated3,0.88,0.75,0.7,0.72,0.44,0.84,0.8,0.78
derby-10.5.1.1.csv,DropCorrelated4,0.83,0.69,0.74,0.71,0.43,0.83,0.8,0.8
derby-10.5.1.1.csv,SmartCorrelated1,0.86,0.71,0.68,0.69,0.39,0.82,0.79,0.77
derby-10.5.1.1.csv,SmartCorrelated2,0.87,0.72,0.69,0.7,0.41,0.82,0.79,0.77
derby-10.5.1.1.csv,SmartCorrelated3,0.88,0.76,0.69,0.72,0.45,0.83,0.8,0.78
derby-10.5.1.1.csv,SmartCorrelated4,0.87,0.74,0.71,0.72,0.45,0.84,0.81,0.79
derby-10.5.1.1.csv,RFE-Logistic1,0.76,0.59,0.63,0.6,0.22,0.68,0.71,0.71
derby-10.5.1.1.csv,RFE-Logistic2,0.83,0.64,0.61,0.62,0.25,0.7,0.74,0.72
derby-10.5.1.1.csv,RFE-Logistic3,0.79,0.62,0.66,0.63,0.28,0.75,0.74,0.73
derby-10.5.1.1.csv,RFE-Logistic4,0.81,0.61,0.61,0.61,0.22,0.73,0.72,0.71
derby-10.5.1.1.csv,Forward1,0.84,0.67,0.67,0.67,0.34,0.8,0.77,0.76
derby-10.5.1.1.csv,Forward2,0.85,0.68,0.66,0.67,0.34,0.8,0.77,0.75
derby-10.5.1.1.csv,Forward3,0.86,0.7,0.69,0.69,0.39,0.81,0.79,0.77
derby-10.5.1.1.csv,Forward4,0.86,0.71,0.67,0.69,0.38,0.81,0.78,0.76
derby-10.5.1.1.csv,RFE-Random1,0.82,0.63,0.64,0.63,0.27,0.77,0.74,0.73
derby-10.5.1.1.csv,RFE-Random2,0.85,0.62,0.55,0.55,0.15,0.56,0.7,0.68
derby-10.5.1.1.csv,RFE-Random3,0.83,0.64,0.64,0.64,0.28,0.75,0.75,0.74
derby-10.5.1.1.csv,RFE-Random4,0.86,0.7,0.67,0.68,0.37,0.8,0.78,0.76
derby-10.5.1.1.csv,Backward1,0.8,0.62,0.65,0.63,0.27,0.75,0.74,0.73
derby-10.5.1.1.csv,Backward2,0.82,0.63,0.64,0.63,0.27,0.75,0.74,0.73
derby-10.5.1.1.csv,Backward3,0.83,0.65,0.65,0.65,0.3,0.76,0.75,0.74
derby-10.5.1.1.csv,Backward4,0.85,0.69,0.65,0.67,0.34,0.78,0.77,0.75
derby-10.5.1.1.csv,Auto-Spearman,0.88,0.76,0.7,0.72,0.45,0.7,0.8,0.78
derby-10.5.1.1.csv,ATE-FS,0.86,0.71,0.67,0.69,0.38,0.81,0.78,0.76
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
activemq-5.3.0.csv,None,0.9,0.74,0.67,0.69,0.4,0.86,0.79,0.76
activemq-5.3.0.csv,GSMB,0.82,0.58,0.6,0.59,0.19,0.76,0.72,0.71
activemq-5.3.0.csv,IAMB,0.84,0.6,0.59,0.59,0.19,0.76,0.72,0.7
activemq-5.3.0.csv,IAMBnPC,0.79,0.59,0.65,0.6,0.23,0.78,0.73,0.72
activemq-5.3.0.csv,LRH,0.81,0.6,0.66,0.62,0.25,0.79,0.74,0.73
activemq-5.3.0.csv,BAMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,FBEDk,0.84,0.59,0.58,0.58,0.17,0.75,0.71,0.7
activemq-5.3.0.csv,MMMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,PCMB,0.83,0.58,0.59,0.59,0.17,0.75,0.71,0.7
activemq-5.3.0.csv,HITON_MB,0.86,0.63,0.61,0.61,0.23,0.78,0.73,0.72
activemq-5.3.0.csv,MBOR,--,--,--,--,--,--,--,
activemq-5.3.0.csv,IPCMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,STMB,--,--,--,--,--,--,--,
activemq-5.3.0.csv,KIAMB,0.85,0.62,0.6,0.61,0.22,0.79,0.73,0.71
activemq-5.3.0.csv,TIE_P,0.87,0.65,0.6,0.61,0.24,0.78,0.73,0.71
activemq-5.3.0.csv,Chi-Square1,0.8,0.59,0.64,0.6,0.23,0.77,0.73,0.72
activemq-5.3.0.csv,Chi-Square2,0.82,0.62,0.67,0.63,0.28,0.79,0.75,0.75
activemq-5.3.0.csv,Chi-Square3,0.84,0.61,0.62,0.61,0.23,0.76,0.73,0.72
activemq-5.3.0.csv,Chi-Square4,0.83,0.64,0.72,0.67,0.35,0.81,0.78,0.78
activemq-5.3.0.csv,Mutual-Info1,0.87,0.66,0.65,0.65,0.3,0.75,0.76,0.75
activemq-5.3.0.csv,Mutual-Info2,0.86,0.67,0.67,0.66,0.33,0.79,0.77,0.76
activemq-5.3.0.csv,Mutual-Info3,0.87,0.66,0.66,0.66,0.32,0.81,0.77,0.75
activemq-5.3.0.csv,Mutual-Info4,0.86,0.66,0.66,0.66,0.32,0.8,0.77,0.75
activemq-5.3.0.csv,Anova1,0.87,0.66,0.61,0.63,0.27,0.73,0.74,0.72
activemq-5.3.0.csv,Anova2,0.85,0.63,0.65,0.64,0.28,0.76,0.75,0.74
activemq-5.3.0.csv,Anova3,0.88,0.68,0.66,0.67,0.34,0.83,0.78,0.76
activemq-5.3.0.csv,Anova4,0.89,0.7,0.67,0.69,0.37,0.84,0.79,0.77
activemq-5.3.0.csv,DropCorrelated1,0.88,0.68,0.63,0.65,0.31,0.84,0.76,0.74
activemq-5.3.0.csv,DropCorrelated2,0.89,0.72,0.65,0.67,0.36,0.85,0.77,0.75
activemq-5.3.0.csv,DropCorrelated3,0.89,0.71,0.66,0.68,0.36,0.86,0.78,0.75
activemq-5.3.0.csv,DropCorrelated4,0.89,0.7,0.66,0.67,0.36,0.85,0.78,0.76
activemq-5.3.0.csv,SmartCorrelated1,0.89,0.71,0.65,0.67,0.36,0.84,0.78,0.75
activemq-5.3.0.csv,SmartCorrelated2,0.89,0.73,0.67,0.69,0.39,0.85,0.79,0.76
activemq-5.3.0.csv,SmartCorrelated3,0.9,0.74,0.67,0.7,0.4,0.86,0.79,0.77
activemq-5.3.0.csv,SmartCorrelated4,0.89,0.71,0.65,0.67,0.36,0.85,0.77,0.75
activemq-5.3.0.csv,RFE-Logistic1,0.85,0.62,0.62,0.62,0.24,0.67,0.74,0.72
activemq-5.3.0.csv,RFE-Logistic2,0.85,0.61,0.6,0.6,0.21,0.67,0.72,0.71
activemq-5.3.0.csv,RFE-Logistic3,0.87,0.66,0.66,0.66,0.33,0.78,0.77,0.76
activemq-5.3.0.csv,RFE-Logistic4,0.87,0.67,0.67,0.67,0.34,0.82,0.78,0.76
activemq-5.3.0.csv,Forward1,0.87,0.68,0.67,0.67,0.34,0.81,0.78,0.76
activemq-5.3.0.csv,Forward2,0.88,0.69,0.68,0.68,0.37,0.83,0.79,0.77
activemq-5.3.0.csv,Forward3,0.89,0.71,0.69,0.7,0.4,0.84,0.8,0.78
activemq-5.3.0.csv,Forward4,0.89,0.71,0.68,0.69,0.39,0.83,0.79,0.77
activemq-5.3.0.csv,RFE-Random1,0.89,0.5,0.5,0.48,0.02,0.48,0.67,0.65
activemq-5.3.0.csv,RFE-Random2,0.85,0.53,0.52,0.52,0.05,0.5,0.67,0.66
activemq-5.3.0.csv,RFE-Random3,0.88,0.68,0.64,0.65,0.31,0.79,0.76,0.74
activemq-5.3.0.csv,RFE-Random4,0.84,0.63,0.65,0.63,0.28,0.79,0.75,0.74
activemq-5.3.0.csv,Backward1,0.87,0.66,0.67,0.66,0.33,0.82,0.77,0.76
activemq-5.3.0.csv,Backward2,0.87,0.68,0.69,0.68,0.36,0.84,0.79,0.77
activemq-5.3.0.csv,Backward3,0.88,0.69,0.69,0.69,0.38,0.85,0.79,0.77
activemq-5.3.0.csv,Backward4,0.88,0.68,0.65,0.66,0.32,0.85,0.77,0.75
activemq-5.3.0.csv,Auto-Spearman,0.9,0.73,0.66,0.68,0.38,0.66,0.78,0.76
activemq-5.3.0.csv,ATE-FS,0.88,0.66,0.62,0.63,0.27,0.79,0.75,0.73
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
derby-10.3.1.4.csv,None,0.81,0.77,0.76,0.77,0.53,0.87,0.81,0.81
derby-10.3.1.4.csv,GSMB,0.7,0.64,0.62,0.63,0.26,0.71,0.7,0.7
derby-10.3.1.4.csv,IAMB,0.64,0.62,0.63,0.61,0.25,0.7,0.64,0.64
derby-10.3.1.4.csv,IAMBnPC,0.65,0.62,0.64,0.62,0.26,0.7,0.66,0.66
derby-10.3.1.4.csv,LRH,0.63,0.62,0.63,0.6,0.25,0.7,0.63,0.63
derby-10.3.1.4.csv,BAMB,0.7,0.65,0.65,0.65,0.29,0.71,0.71,0.7
derby-10.3.1.4.csv,FBEDk,0.64,0.62,0.64,0.61,0.26,0.7,0.64,0.64
derby-10.3.1.4.csv,MMMB,0.69,0.64,0.65,0.64,0.29,0.71,0.7,0.7
derby-10.3.1.4.csv,PCMB,--,--,--,--,--,--,--,
derby-10.3.1.4.csv,HITON_MB,0.69,0.64,0.64,0.64,0.28,0.71,0.7,0.7
derby-10.3.1.4.csv,MBOR,0.69,0.63,0.63,0.63,0.27,0.7,0.69,0.69
derby-10.3.1.4.csv,IPCMB,--,--,--,--,--,--,--,
derby-10.3.1.4.csv,STMB,0.65,0.62,0.64,0.62,0.26,0.7,0.66,0.66
derby-10.3.1.4.csv,KIAMB,0.69,0.64,0.64,0.64,0.27,0.71,0.7,0.7
derby-10.3.1.4.csv,TIE_P,0.71,0.66,0.64,0.64,0.3,0.72,0.72,0.72
derby-10.3.1.4.csv,Chi-Square1,0.71,0.66,0.67,0.67,0.34,0.73,0.71,0.71
derby-10.3.1.4.csv,Chi-Square2,0.74,0.7,0.71,0.7,0.41,0.79,0.75,0.75
derby-10.3.1.4.csv,Chi-Square3,0.74,0.7,0.71,0.71,0.42,0.79,0.75,0.75
derby-10.3.1.4.csv,Chi-Square4,0.76,0.71,0.72,0.72,0.44,0.8,0.76,0.76
derby-10.3.1.4.csv,Mutual-Info1,0.76,0.71,0.7,0.71,0.42,0.77,0.77,0.76
derby-10.3.1.4.csv,Mutual-Info2,0.77,0.73,0.7,0.71,0.43,0.79,0.78,0.77
derby-10.3.1.4.csv,Mutual-Info3,0.77,0.73,0.71,0.71,0.44,0.81,0.78,0.77
derby-10.3.1.4.csv,Mutual-Info4,0.79,0.75,0.73,0.74,0.48,0.82,0.79,0.79
derby-10.3.1.4.csv,Anova1,0.76,0.72,0.71,0.71,0.43,0.77,0.77,0.76
derby-10.3.1.4.csv,Anova2,0.78,0.75,0.72,0.73,0.47,0.82,0.79,0.79
derby-10.3.1.4.csv,Anova3,0.78,0.74,0.73,0.73,0.47,0.81,0.78,0.78
derby-10.3.1.4.csv,Anova4,0.8,0.76,0.74,0.75,0.5,0.84,0.8,0.8
derby-10.3.1.4.csv,DropCorrelated1,0.79,0.75,0.75,0.75,0.5,0.84,0.8,0.79
derby-10.3.1.4.csv,DropCorrelated2,0.81,0.78,0.76,0.77,0.54,0.86,0.82,0.81
derby-10.3.1.4.csv,DropCorrelated3,0.82,0.79,0.78,0.78,0.57,0.86,0.83,0.82
derby-10.3.1.4.csv,DropCorrelated4,0.82,0.79,0.78,0.78,0.57,0.87,0.83,0.82
derby-10.3.1.4.csv,SmartCorrelated1,0.81,0.77,0.77,0.77,0.54,0.85,0.82,0.81
derby-10.3.1.4.csv,SmartCorrelated2,0.81,0.77,0.76,0.77,0.54,0.86,0.82,0.81
derby-10.3.1.4.csv,SmartCorrelated3,0.82,0.78,0.77,0.78,0.56,0.86,0.82,0.82
derby-10.3.1.4.csv,SmartCorrelated4,0.81,0.78,0.77,0.78,0.56,0.86,0.82,0.82
derby-10.3.1.4.csv,RFE-Logistic1,0.71,0.65,0.56,0.55,0.2,0.61,0.7,0.69
derby-10.3.1.4.csv,RFE-Logistic2,0.77,0.72,0.72,0.72,0.44,0.77,0.78,0.77
derby-10.3.1.4.csv,RFE-Logistic3,0.75,0.71,0.69,0.7,0.4,0.77,0.76,0.76
derby-10.3.1.4.csv,RFE-Logistic4,0.75,0.7,0.7,0.7,0.4,0.78,0.76,0.75
derby-10.3.1.4.csv,Forward1,0.78,0.75,0.74,0.74,0.49,0.83,0.79,0.79
derby-10.3.1.4.csv,Forward2,0.8,0.77,0.76,0.76,0.53,0.85,0.81,0.81
derby-10.3.1.4.csv,Forward3,0.8,0.77,0.75,0.76,0.52,0.86,0.81,0.8
derby-10.3.1.4.csv,Forward4,0.81,0.77,0.76,0.76,0.53,0.86,0.81,0.81
derby-10.3.1.4.csv,RFE-Random1,0.71,0.65,0.55,0.53,0.17,0.57,0.7,0.68
derby-10.3.1.4.csv,RFE-Random2,0.72,0.67,0.65,0.65,0.31,0.73,0.73,0.73
derby-10.3.1.4.csv,RFE-Random3,0.71,0.66,0.65,0.66,0.31,0.74,0.72,0.72
derby-10.3.1.4.csv,RFE-Random4,0.74,0.69,0.68,0.68,0.37,0.77,0.75,0.75
derby-10.3.1.4.csv,Backward1,0.75,0.71,0.73,0.72,0.44,0.79,0.76,0.76
derby-10.3.1.4.csv,Backward2,0.75,0.71,0.72,0.71,0.43,0.79,0.76,0.76
derby-10.3.1.4.csv,Backward3,0.76,0.72,0.74,0.73,0.46,0.81,0.77,0.76
derby-10.3.1.4.csv,Backward4,0.76,0.72,0.73,0.73,0.45,0.81,0.77,0.76
derby-10.3.1.4.csv,Auto-Spearman,0.81,0.78,0.77,0.77,0.55,0.77,0.82,0.81
derby-10.3.1.4.csv,ATE-FS,0.8,0.77,0.74,0.75,0.51,0.83,0.81,0.8
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
activemq-5.2.0.csv,None,0.91,0.78,0.76,0.77,0.53,0.9,0.84,0.83
activemq-5.2.0.csv,GSMB,0.84,0.6,0.59,0.59,0.19,0.75,0.72,0.7
activemq-5.2.0.csv,IAMB,0.83,0.57,0.58,0.58,0.16,0.74,0.7,0.69
activemq-5.2.0.csv,IAMBnPC,0.79,0.56,0.59,0.57,0.15,0.71,0.69,0.69
activemq-5.2.0.csv,LRH,0.81,0.57,0.59,0.58,0.16,0.73,0.7,0.7
activemq-5.2.0.csv,BAMB,--,--,--,--,--,--,--,
activemq-5.2.0.csv,FBEDk,0.83,0.58,0.6,0.58,0.18,0.73,0.71,0.7
activemq-5.2.0.csv,MMMB,--,--,--,--,--,--,--,
activemq-5.2.0.csv,PCMB,0.81,0.54,0.54,0.53,0.07,0.67,0.67,0.66
activemq-5.2.0.csv,HITON_MB,0.81,0.58,0.6,0.58,0.18,0.7,0.71,0.7
activemq-5.2.0.csv,MBOR,--,--,--,--,--,--,--,
activemq-5.2.0.csv,IPCMB,--,--,--,--,--,--,--,
activemq-5.2.0.csv,STMB,--,--,--,--,--,--,--,
activemq-5.2.0.csv,KIAMB,0.84,0.57,0.56,0.56,0.13,0.74,0.69,0.68
activemq-5.2.0.csv,TIE_P,0.82,0.57,0.57,0.57,0.14,0.73,0.7,0.69
activemq-5.2.0.csv,Chi-Square1,0.82,0.6,0.63,0.61,0.22,0.76,0.73,0.72
activemq-5.2.0.csv,Chi-Square2,0.83,0.61,0.63,0.62,0.24,0.77,0.74,0.73
activemq-5.2.0.csv,Chi-Square3,0.83,0.61,0.64,0.62,0.24,0.78,0.74,0.73
activemq-5.2.0.csv,Chi-Square4,0.84,0.62,0.66,0.64,0.28,0.78,0.76,0.75
activemq-5.2.0.csv,Mutual-Info1,0.86,0.64,0.65,0.64,0.29,0.79,0.76,0.75
activemq-5.2.0.csv,Mutual-Info2,0.86,0.65,0.66,0.66,0.32,0.81,0.77,0.75
activemq-5.2.0.csv,Mutual-Info3,0.87,0.66,0.68,0.67,0.34,0.81,0.78,0.77
activemq-5.2.0.csv,Mutual-Info4,0.87,0.67,0.7,0.68,0.36,0.83,0.79,0.78
activemq-5.2.0.csv,Anova1,0.91,0.77,0.78,0.78,0.55,0.79,0.86,0.84
activemq-5.2.0.csv,Anova2,0.91,0.76,0.73,0.74,0.48,0.85,0.83,0.8
activemq-5.2.0.csv,Anova3,0.9,0.73,0.76,0.74,0.49,0.88,0.83,0.82
activemq-5.2.0.csv,Anova4,0.9,0.74,0.72,0.73,0.46,0.87,0.82,0.8
activemq-5.2.0.csv,DropCorrelated1,0.91,0.77,0.73,0.75,0.5,0.87,0.83,0.81
activemq-5.2.0.csv,DropCorrelated2,0.91,0.77,0.78,0.77,0.55,0.88,0.85,0.84
activemq-5.2.0.csv,DropCorrelated3,0.92,0.78,0.77,0.77,0.55,0.9,0.85,0.83
activemq-5.2.0.csv,DropCorrelated4,0.91,0.78,0.73,0.75,0.51,0.9,0.83,0.81
activemq-5.2.0.csv,SmartCorrelated1,0.92,0.79,0.75,0.77,0.54,0.88,0.84,0.82
activemq-5.2.0.csv,SmartCorrelated2,0.91,0.79,0.71,0.74,0.49,0.84,0.82,0.79
activemq-5.2.0.csv,SmartCorrelated3,0.92,0.79,0.76,0.77,0.55,0.91,0.85,0.83
activemq-5.2.0.csv,SmartCorrelated4,0.91,0.76,0.71,0.73,0.47,0.88,0.82,0.79
activemq-5.2.0.csv,RFE-Logistic1,0.8,0.59,0.64,0.6,0.23,0.67,0.73,0.72
activemq-5.2.0.csv,RFE-Logistic2,0.86,0.63,0.64,0.63,0.27,0.77,0.75,0.74
activemq-5.2.0.csv,RFE-Logistic3,0.9,0.74,0.76,0.75,0.5,0.88,0.84,0.83
activemq-5.2.0.csv,RFE-Logistic4,0.87,0.66,0.65,0.65,0.31,0.8,0.76,0.75
activemq-5.2.0.csv,Forward1,0.91,0.76,0.75,0.75,0.51,0.86,0.84,0.82
activemq-5.2.0.csv,Forward2,0.9,0.74,0.74,0.74,0.48,0.85,0.83,0.81
activemq-5.2.0.csv,Forward3,0.9,0.75,0.74,0.74,0.49,0.86,0.83,0.81
activemq-5.2.0.csv,Forward4,0.9,0.74,0.72,0.73,0.46,0.84,0.82,0.8
activemq-5.2.0.csv,RFE-Random1,0.83,0.58,0.58,0.58,0.16,0.73,0.71,0.7
activemq-5.2.0.csv,RFE-Random2,0.85,0.62,0.64,0.63,0.26,0.76,0.75,0.74
activemq-5.2.0.csv,RFE-Random3,0.86,0.63,0.61,0.61,0.24,0.77,0.74,0.72
activemq-5.2.0.csv,RFE-Random4,0.88,0.68,0.65,0.66,0.33,0.82,0.77,0.75
activemq-5.2.0.csv,Backward1,0.89,0.72,0.74,0.73,0.46,0.87,0.82,0.81
activemq-5.2.0.csv,Backward2,0.9,0.73,0.75,0.74,0.48,0.87,0.83,0.82
activemq-5.2.0.csv,Backward3,0.9,0.75,0.75,0.75,0.51,0.89,0.84,0.82
activemq-5.2.0.csv,Backward4,0.9,0.73,0.74,0.74,0.47,0.88,0.83,0.81
activemq-5.2.0.csv,Auto-Spearman,0.91,0.77,0.69,0.72,0.46,0.69,0.81,0.78
activemq-5.2.0.csv,ATE-FS,0.91,0.78,0.72,0.75,0.5,0.85,0.83,0.8
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
hive-0.12.0.csv,None,0.93,0.78,0.7,0.73,0.48,0.9,0.82,0.79
hive-0.12.0.csv,GSMB,0.78,0.54,0.59,0.54,0.12,0.7,0.68,0.68
hive-0.12.0.csv,IAMB,0.77,0.55,0.61,0.54,0.14,0.72,0.69,0.69
hive-0.12.0.csv,IAMBnPC,0.77,0.56,0.64,0.56,0.18,0.7,0.71,0.71
hive-0.12.0.csv,LRH,0.82,0.55,0.59,0.56,0.14,0.72,0.7,0.69
hive-0.12.0.csv,BAMB,0.7,0.55,0.64,0.52,0.16,0.71,0.67,0.67
hive-0.12.0.csv,FBEDk,0.82,0.55,0.59,0.56,0.14,0.73,0.7,0.7
hive-0.12.0.csv,MMMB,0.79,0.54,0.59,0.54,0.12,0.7,0.68,0.68
hive-0.12.0.csv,PCMB,0.9,0.55,0.52,0.52,0.06,0.6,0.68,0.66
hive-0.12.0.csv,HITON_MB,--,--,--,--,--,--,--,
hive-0.12.0.csv,MBOR,0.79,0.55,0.6,0.55,0.14,0.7,0.69,0.69
hive-0.12.0.csv,IPCMB,--,--,--,--,--,--,--,
hive-0.12.0.csv,STMB,0.77,0.56,0.64,0.56,0.18,0.71,0.71,0.7
hive-0.12.0.csv,KIAMB,0.79,0.55,0.6,0.55,0.14,0.7,0.69,0.69
hive-0.12.0.csv,TIE_P,0.85,0.58,0.61,0.59,0.18,0.74,0.72,0.71
hive-0.12.0.csv,Chi-Square1,0.85,0.61,0.69,0.63,0.28,0.82,0.77,0.76
hive-0.12.0.csv,Chi-Square2,0.8,0.6,0.73,0.61,0.3,0.83,0.77,0.77
hive-0.12.0.csv,Chi-Square3,0.81,0.6,0.72,0.61,0.29,0.83,0.77,0.76
hive-0.12.0.csv,Chi-Square4,0.88,0.63,0.68,0.65,0.31,0.84,0.78,0.77
hive-0.12.0.csv,Mutual-Info1,0.89,0.65,0.67,0.66,0.32,0.82,0.78,0.76
hive-0.12.0.csv,Mutual-Info2,0.89,0.65,0.67,0.66,0.32,0.85,0.78,0.76
hive-0.12.0.csv,Mutual-Info3,0.9,0.68,0.68,0.68,0.36,0.87,0.79,0.77
hive-0.12.0.csv,Mutual-Info4,0.86,0.64,0.74,0.66,0.36,0.87,0.8,0.8
hive-0.12.0.csv,Anova1,0.87,0.63,0.64,0.62,0.26,0.82,0.75,0.74
hive-0.12.0.csv,Anova2,0.87,0.64,0.7,0.66,0.33,0.84,0.79,0.78
hive-0.12.0.csv,Anova3,0.9,0.66,0.67,0.67,0.34,0.85,0.78,0.77
hive-0.12.0.csv,Anova4,0.92,0.71,0.68,0.69,0.39,0.88,0.8,0.77
hive-0.12.0.csv,DropCorrelated1,0.92,0.7,0.64,0.66,0.33,0.86,0.77,0.75
hive-0.12.0.csv,DropCorrelated2,0.92,0.71,0.67,0.68,0.37,0.86,0.79,0.76
